name,company,place,salary,post_time
Python项目老师,武汉光环交互科技发展有限责任公司,武汉-东湖新技...,0.8-1.5万/月,10-21
Python开发工程师,上海易宝软件有限公司,异地招聘,0.8-1万/月,10-21
python工程师（金融）,上海新致软件股份有限公司,深圳-罗湖区,1-1.8万/月,10-21
Python运维工程师（数据方向）,中科软科技股份有限公司,北京-通州区,0.7-1.4万/月,10-21
python开发工程师,海南讯海科技有限公司,海口,1-1.5万/月,10-20
python课程研发工程师,青岛慧谷大数据产业发展有限公司,青岛-黄岛区,0.8-1万/月,10-20
Python后端开发工程师,上海智遇信息科技有限公司,上海-长宁区,1.5-2.5万/月,10-20
python培训讲师（专***）,深圳迈瑞思信息技术有限公司,深圳-南山区,1.5-2万/月,10-20
python架构师,北京元鼎时代科技股份有限公司,郑州,0.7-1.4万/月,10-20
Python,深圳市寻龙尺企业管理咨询有限公司,异地招聘,1.2-1.5万/月,10-20
C/C++ Shell 会Python优先 接受应届生,南京哮天机器人有限公司,南京-雨花台区,0.6-1.5万/月,10-20
Python开发工程师,深圳市拓保软件有限公司,南京,1.4-2万/月,10-20
高级python开发工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,1.5-2万/月,10-20
JavaScript和Python开发工程师,国科创（北京）信息技术有限公司,北京-丰台区,6-8千/月,10-20
Python高级开发工程师(J10356),跨越速运集团有限公司,深圳-南山区,2.5-3万/月,10-19
Python开发工程师,苏州闻道网络科技股份有限公司,北京-丰台区,1.3-2万/月,10-19
软件工程师 （Python/Web development）,新思科技（上海）Synopsys,上海,20-40万/年,10-19
服务器后端开发（C++、Python）,哈尔滨赛奥科技发展有限公司,哈尔滨,3.5-6千/月,10-19
Python后台开发,500.com集团,深圳-南山区,1.5-2.5万/月,10-19
python 高级开发工程师,浙江思考者科技有限公司,杭州-滨江区,0.8-1.6万/月,10-19
Python/Golang 工程师,图玛深维医疗科技（北京）有限公司,北京-朝阳区,1.5-2.5万/月,10-19
python工程师实习生,上海谷露软件有限公司,上海-黄浦区,0.8-1万/月,10-19
Python开发工程师,南京擎盾信息科技有限公司,南京-雨花台区,1-1.5万/月,10-19
Python开发工程师,佛山市顺德区思翔网络科技有限公司,广州-天河区,1-1.5万/月,10-19
Python开发,上海小零网络科技有限公司,上海-浦东新区,0.8-1.5万/月,10-19
Python开发工程师,北京市时林电脑公司,北京,1.5-2万/月,10-19
Python开发工程师,杭州露电科技有限公司,杭州-滨江区,4.5-8千/月,10-19
Python开发工程师,武汉全品教育科技有限公司,武汉,1-1.5万/月,10-19
Python高级开发工程师,武汉到店科技有限公司,武汉,0.8-1.5万/月,10-19
Python中级开发工程师,珠海永亚软件有限公司,珠海,0.8-1万/月,10-19
高级python开发工程师-花桥,昆山炫生活信息技术股份有限公司,昆山,1.5-2万/月,10-19
高级Python工程师,汇中泰德投资有限公司,北京,2.5-4万/月,10-19
Python高级开发工程师,合肥中科云巢科技有限公司,合肥-高新区,1-1.5万/月,10-19
python工程师,福州计信科技有限公司,福州,5-8千/月,10-19
Python开发工程师,深圳齐牛互联网金融服务有限公司,深圳-南山区,1.5-2万/月,10-19
Python开发工程师,杭州声讯网络科技有限公司,杭州-滨江区,1.8-3万/月,10-19
Python 中级工程师,南京联迪信息系统股份有限公司,南京-建邺区,8-10万/年,10-19
Python开发工程师,福州唐龙电子商务有限公司,福州,0.8-1.5万/月,10-19
Python开发工程师,深圳市爱图仕影像器材有限公司,深圳-龙华新区,1-1.5万/月,10-19
Python开发工程师,哈工大机器人集团有限公司,珠海,0.6-2万/月,10-19
Python后端工程师,上海临港漕河泾人才有限公司,上海-徐汇区,2-4万/月,10-19
Python老师,浙江灵向信息科技有限公司,宁波-鄞州区,3.5-4.5千/月,10-19
Python开发工程师,大地期货有限公司,杭州-下城区,6-8千/月,10-19
Python开发工程师,深圳新河通创科技有限公司,深圳-福田区,1-1.5万/月,10-19
python/Java开发工程师,华鹏飞股份有限公司,深圳,1-1.5万/月,10-19
人工智能（python）定岗工程师,北京薪享宏福教育咨询有限公司,北京-昌平区,0.8-1万/月,10-19
Python开发工程师,中国广视索福瑞媒介研究有限责任公司,北京-朝阳区,1.5-2万/月,10-19
Python开发工程师,湖南中昱智云物联科技有限公司,长沙-岳麓区,0.8-1.5万/月,10-19
Python研发工程师,天津协和华美医学诊断技术有限公司,天津-静海区,1-2万/月,10-18
性能测试 Python+游戏,英伟达半导体（上海）有限公司(NV...,上海,,10-18
Python工程师,新华书店总店,北京-西城区,0.7-1.4万/月,10-18
python 算法工程师（8k-10k）,苏州英普思软件有限公司,苏州-吴江区,0.8-1万/月,10-18
python运维工程师,北京新东方教育科技（集团）有限公司,北京-海淀区,1.8-2.5万/月,10-18
Python高级软件工程师,广州英荔教育科技有限公司,广州-天河区,1.5-2.5万/月,10-18
Python开发工程师,深圳市弘长科技有限公司,深圳-南山区,1-3万/月,10-18
Python开发工程师,重庆格泰尚恒网络科技有限公司,重庆-渝北区,0.8-1.5万/月,10-18
Python开发工程师,福建山顶网络科技有限公司,福州-台江区,4-8千/月,10-18
中级python开发工程师,南京国图信息产业有限公司,南京,1-1.5万/月,10-18
云迁移平台Python开发工程师,博飞信息科技(上海)有限公司,北京-朝阳区,1-3万/月,10-18
Python开发工程师,孩子王儿童用品股份有限公司,南京-江宁区,1-2万/月,10-18
python软件开发工程师,和同软件科技（上海）有限公司,上海-静安区,1-1.5万/月,10-18
Python高级开发工程师,浙江达古科技有限公司,温州,1-1.5万/月,10-18
Python开发工程师,成都捷云智慧科技有限公司,成都,0.6-1.2万/月,10-18
知名通讯公司    Python测试,北京外企德科人力资源服务上海有限...,南京-雨花台区,1-1.5万/月,10-17
python开发工程师,山东星维九州安全技术有限公司,济南-历下区,4-8千/月,10-17
Python开发工程师,思百达物联网科技（北京）有限公司,北京-朝阳区,1-2万/月,10-17
python讲师,河南省生产力促进中心,郑州-高新区,0.8-1.5万/月,10-17
Python爬虫工程师,北京聚思信息咨询有限公司,沈阳-沈河区,5-8千/月,10-17
Python开发工程师,SYNNEX China,北京,1-3万/月,10-17
Python项目讲师,达内时代教育集团贵州分公司,贵阳,0.6-1万/月,10-17
急聘python开发工程师实习生,大连摩比维迪视频系统有限公司,大连-沙河口区,4-6千/月,10-17
Python开发工程师,湖南奇点创智数据科技有限公司,长沙-岳麓区,4-6千/月,10-17
Python开发工程师（双休）,江苏蒙特梭利投资管理有限公司,南京-江宁区,4.5-6千/月,10-17
中级后端工程师(python/odoo）,上海存融工业装备技术有限公司,上海-松江区,1.5-2万/月,10-17
Python开发工程师,大连以为科技有限公司,大连,1-1.5万/月,10-17
Python开发工程师,华强方特文化科技集团股份有限公司,深圳,0.6-1.5万/月,10-17
Python开发工程师,佛山市平河科技有限公司,广州,0.8-1.5万/月,10-17
Python软件工程师,深圳市今天国际物流技术股份有限公司,深圳-罗湖区,1-2万/月,10-17
软件开发工程师（Python脚本开发）,英特工程仿真技术（大连）有限公司,大连-高新园区,0.6-1.2万/月,10-17
Python爬虫研发工程师,广州多益网络股份有限公司,武汉-武昌区,1-2万/月,10-17
Java/Python高级工程师,中山市格兰仕生活电器制造有限公司,异地招聘,1.5-3万/月,10-16
python工程师,重庆市华驰交通科技有限公司,重庆-南岸区,5-8千/月,10-16
Python开发工程师,广州创必承信息科技有限公司,广州-海珠区,0.8-1万/月,10-16
Python软件工程师,上海奇水文化传播有限公司,上海-杨浦区,1-1.5万/月,10-16
Python开发工程师,深圳猎影商务信息咨询有限公司,异地招聘,1.5-2万/月,10-16
Python开发工程师,深圳市希仑科技有限公司,深圳-福田区,0.8-1万/月,10-16
Python研发工程师,慧与软件（济宁）人才产业基地管理...,北京-朝阳区,1-2万/月,10-16
Python开发工程师,北京启明星辰信息安全技术有限公司,广州-天河区,1-1.5万/月,10-16
Python开发工程师,山东兰剑物流科技股份有限公司,济南,4.5-6千/月,10-16
Python高级开发工程师,浙江车检通网络科技有限公司,杭州-西湖区,1-2万/月,10-16
Python开发工程师,重庆满四山科技有限公司,重庆-涪陵区,6-8千/月,10-16
Python工程师,北京深蓝海域信息科技有限公司,成都,0.8-1万/月,10-16
IT助理讲师（Python）,北京中公教育科技股份有限公司,杭州-下城区,0.6-1.2万/月,10-16
Python开发工程师,湖南强智科技发展有限公司,长沙-岳麓区,6-8千/月,10-16
Python开发工程师,深圳市智慧盾科技有限公司,北京-朝阳区,1-2万/月,10-16
IT培训讲师（Python）,北京中公教育科技股份有限公司杭州...,杭州-下城区,0.6-1.2万/月,10-16
Test Engineer - Python,Cisco 思科系统（中国）,上海,,10-16
Python开发工程师,北京紫光得瑞科技有限公司,北京-昌平区,1.2-2.4万/月,10-16
高级Python开发工程师,广东宏达通信有限公司,异地招聘,1.2-1.8万/月,10-16
Python研发工程师,绍兴俊睿云计算有限公司,绍兴,0.3-1万/月,10-16
Python(外派中国移动),南京绛门信息科技股份有限公司,北京-朝阳区,0.8-1.6万/月,10-16
系统开发工程师（python）,北京世纪互联宽带数据中心有限公司,北京,1-1.5万/月,10-16
测试工具研发人员（python）,胜科金仕达数据系统（中国）有限公司,上海,0.8-1.2万/月,10-16
Python软件工程师,深圳市今日投资数据科技有限公司,深圳,2-3万/月,10-15
Python开发工程师,重庆用维通信技术有限公司,重庆-渝北区,0.8-1万/月,10-15
高级python（爬虫）工程师,苏州紫豹科技有限公司,苏州-工业园区,20-30万/年,10-15
后端开发工程师（C++/Python/Go）,上海爱数信息技术股份有限公司,上海,1-2万/月,10-15
Python开发工程师,北京云房数据技术有限责任公司广州...,广州-天河区,1-1.6万/月,10-15
Python开发工程师（后端开发）,深圳库尚信息技术有限公司,深圳,1.2-2万/月,10-15
python讲师,河南泽睿测评技术有限公司,郑州-高新区,0.8-1.5万/月,10-15
Python开发工程师,山东胜软科技股份有限公司,济南,0.5-1万/月,10-15
Python开发工程师,广州柏欣计算机科技有限公司,深圳,1-1.5万/月,10-15
Python开发工程师/Python高级开发工程师,北京众志和达数据计算有限公司,无锡,0.6-1.2万/月,10-15
Python高级开发工程师,深圳市众鑫通达科技有限公司,深圳-南山区,2.5-3万/月,10-15
Python开发工程师,上海泉涸信息科技有限公司,上海-浦东新区,1-1.5万/月,10-15
Python培训讲师,成都云幽科技有限公司,成都-高新区,0.7-1.5万/月,10-14
python 全栈开发工程师,西安晨之星信息科技有限责任公司,西安-雁塔区,0.5-2万/月,10-14
高级讲师（编程Python\C++）,杭州童乐码科技有限公司,杭州-上城区,0.8-1万/月,10-14
Python算法工程师,长沙腾尚互联网科技有限公司,长沙-芙蓉区,0.8-1万/月,10-13
Python软件工程师（深圳）,深圳市雄帝科技股份有限公司,深圳,6-8千/月,10-13
Python开发工程师,无锡市朝霞网络科技有限公司,无锡,0.8-1.5万/月,10-13
Python开发工程师（15-30k）,杭州默安科技有限公司,杭州-余杭区,1.8-3万/月,10-12
Python后端开发工程师,中经网数据有限公司,北京-西城区,1-3万/月,10-12
Python后台工程师,成都智汇安新科技有限公司,成都-高新区,0.8-1.2万/月,10-12
Python开发工程师,深圳法通科技有限公司,深圳-龙华新区,4-8千/月,10-12
Python开发工程师,江苏泓汛智能科技有限公司,常州,0.8-1.2万/月,10-12
Python 开发工程师,北京华云星地通科技有限公司,北京-海淀区,0.8-1.5万/月,10-12
python讲师,北京中软国际教育科技股份有限公司,北京-昌平区,2-3万/月,10-12
Python工程师,上海合杰人才服务有限公司,上海-浦东新区,1-1.5万/月,10-12
Python高级开发工程师,杭州老板电器股份有限公司,杭州-余杭区,15-20万/年,10-12
急招Python开发助理/实习生,达内信息科技有限公司,广州-天河区,4.5-6千/月,10-12
移动安全开发工程师（ Python方向）,任子行网络技术股份有限公司,武汉-洪山区,1-1.5万/月,10-11
Python助理工程师(2059),成都聚美优品科技有限公司,成都,0.5-1万/月,10-11
Python开发工程师,百纳（武汉）信息技术有限公司,武汉-洪山区,0.8-1.2万/月,10-11
Python开发工程师,华通科技有限公司,成都-青羊区,0.8-1万/月,10-11
软件测试工程师（熟悉python）,上海吉贝克信息技术有限公司,上海-浦东新区,1.5-2万/月,10-11
python工程师/培训师（均薪15-25K）,广州牵引力教育科技有限公司,广州-白云区,2-2.5万/月,10-11
Python高级研发工程师,北京风行在线技术有限公司,北京-海淀区,1.8-2.5万/月,10-11
Python开发工程师,宁夏西部绿谷节水技术有限公司,银川,6-8千/月,10-11
Python高级开发工程师,深圳市磐牛盛世科技有限公司,深圳-龙岗区,1.5-2万/月,10-11
C++/Python后台软件开发高级工程师,阿斯麦-中国,深圳-南山区,30-40万/年,10-10
ETL/Python Developer,高知特信息技术（上海）有限公司 ...,大连-高新园区,14-18万/年,10-10
Python开发工程师,深圳顽福信息技术有限公司,武汉-江夏区,1-2万/月,10-10
